"Game String","Moves Until Error","Error Type","First Illegal Move","Predicted Tokens"
"Pa2a3- Pc7c5- Pb2b4- Pc5b4x Nb1c3- Pe7e5- Pe2e3- Qd8g5- Bf1c4- Qg5g2x Qd1f3- Qg2h3- Bc4f1- Qh3f3x Ra1b1- Qf3h1$ Rb1d1- Qh1h2x Nc3e4- Ng8f6- Ne4f6$ Ke8d8- Bc1b2- Pd7d5- Nf6e4- Bf8b4x Ne4f2- Nb8c6- Nf2d1- Nc6e5- Nd1f2- Ne5c4- Pd2d3- Pd5d4- Pe3d4x Nc4b2x Nf2e4- Nb2d3$ Ke1d1- Nd3f2+ Kd1e1- Kd8e7- Ne4f2x Bc8g4+ Ke1d2- Ra8c8- Ng1f3- Nf2e4+ Kd2d3- Ne4f2+ Kd3e4- Nf2d3+ Ke4e5- Nd3f4+ Ke5f4x Pd4c3- Ph2h3- Nf4h3x Ph3g4x Rh8e8- Nf3h4- Nh3f2- Rd1g1- Ke7e6- Rg1g7x Rc8c3+ Kf4f3- Pc3c2x Rg7h7x Rc3c2x Nh4f5- Rc2c1- Rh7f7x Rc1f1x Rf7f8- Rf1f8x Nf5e7+ Ke6f6x Kf3f4- Kf6f5-","15","pseudolegal","Pa2a3- Pc7c5- Pb2b4- Pc5b4x Nb1c3- Pe7e5- Pe2e3- Qd8g5- Bf1c4- Qg5g2x Qd1f3- Qg2h3- Bc4f1- Qh3f3x Ra1b1- Qf3h1$","75 6 8 9 76 6 29 27 76 6 16 18 76 6 27 18 81 5 15 25 76 6 45 43 76 6 40 41 76 2 38 59 76 4 47 26 76 2 59 56 81 2 31 49 76 2 56 65 76 4 26 47 76 2 65 49 81 3 7 15 76 2 49 63 79 3 15 31 76 2 63 64 81 5 25 42 76 5 62 52 76 5 42 52 79 1 46 38 76 4 23 16 76 6 37 35 76 5 52 42 76 4 54 18 81 5 42 48 76 5 22 28 76 5 48 31 76 5 28 43 76 5 31 48 76 5 43 26 76 6 32 33 76 6 35 34 76 6 41 34 81 5 26 16 81 5 48 42 76 5 16 33 79 1 39 31 76 5 33 48 77 1 31 39 76 1 38 45 76 5 42 48 81 4 30 58 77 1 39 32 76 3 14 30 76 5 55 49 76 5 48 42 77 1 32 33 76 5 42 48 77 1 33 42 76 5 48 33 77 1 42 43 76 5 33 50 77 1 43 50 81 6 34 25 76 6 64 65 76 5 50 65 81 6 65 58 81 3 70 46 76 5 49 66 76 5 65 48 76 3 31 55 76 1 45 44 76 3 55 61 81 3 30 25 77 1 50 49 76 6 25 24 81 3 61 69 81 3 25 24 81 5 66 51 76 3 24 23 76 3 69 53 81 3 23 47 81 3 53 54 76 3 47 54 81 5 51 45 77 1 44 52 81 1 49 50 76 1 52 51 76"
"Pc2c4- Ng8f6- Pd2d4- Pg7g6- Pc4c5- Pd7d6- Pg2g4- Bf8g7- Bf1g2- Nb8c6- Bg2c6$ Ke8d7- Bc6b7$ Kd7c6- Pg4g5- Nf6e8- Pg5f6- Pe7f6x Pg5f6x Bg7f6x Pf6g7- Ne8g7- Pc5d4- Kc6d6- Pd4d5- Pf7f5- Pd5d6x Bc8g4- Bc1f4- Bg4d7- Ph2h4- Ng7h5- Pe2e3- Nh5f4x Bf4g3- Pc7c6- Pe3f4- Qd8b6- Ke1f1- Pc6c5- Bg3f4+ Kd6c7- Pc4c5$ Nh5f4x Pc5b6x Qb6a6- Qd1e1- Qa6b6- Qe1c3- Nf4d3- Qc3d3x Bd7a4- Ra1b1- Rh8f8- Rb1c1- Pa7a5- Rc1c3- Rf8g8- Pf4f5x Pg6f5x Qd3f5x Rg8g3- Qf5h7x Rg3g2+ Kf1g2x Rf8h8+ Kg2f1- Qb6b2x Qh7f7- Qb2c1x Qf7g7- Ba4b3- Qg7d4- Rh8h7- Rc3c2- Rh7e7- Rc2c7x Bb3d5- Rc7e7x Bd5a2x","11","pseudolegal","Pc2c4- Ng8f6- Pd2d4- Pg7g6- Pc4c5- Pd7d6- Pg2g4- Bf8g7- Bf1g2- Nb8c6- Bg2c6$ Ke8d7-","75 6 24 26 76 5 62 52 76 6 32 34 76 6 61 60 76 6 26 27 76 6 37 36 76 6 56 58 76 4 54 61 76 4 47 56 76 5 22 28 76 4 56 28 79 1 46 37 76 4 28 21 79 1 37 28 76 6 58 59 76 5 52 46 76 6 59 52 76 6 45 52 81 6 59 52 81 4 61 52 81 6 52 61 76 5 46 61 76 6 27 34 76 1 28 36 76 6 34 35 76 6 53 51 76 6 35 36 81 4 30 58 76 4 23 50 76 4 58 37 76 6 64 66 76 5 61 67 76 6 40 41 76 5 67 50 81 4 50 57 76 6 29 28 76 6 41 50 76 2 38 20 76 1 39 47 76 6 28 27 76 4 57 50 77 1 36 29 76 6 26 27 79 5 67 50 81 6 27 20 81 2 20 12 76 2 31 39 76 2 12 20 76 2 39 25 76 5 50 33 76 2 25 33 81 4 37 10 76 3 7 15 76 3 70 54 76 3 15 23 76 6 13 11 76 3 23 25 76 3 54 62 76 6 50 51 81 6 60 51 81 2 33 51 81 3 62 57 76 2 51 69 81 3 57 56 77 1 47 56 81 3 54 70 77 1 56 47 76 2 20 16 81 2 69 53 76 2 16 23 81 2 53 61 76 4 10 17 76 2 61 34 76 3 70 69 76 3 25 24 76 3 69 45 76 3 24 29 81 4 17 35 76 3 29 45 81 4 35 8 81"
"Pe2e3- Pe7e6- Pb2b4- Pa7a6- Pb4b5- Pa6b5x Pa2a4- Pb5a4x Pa4b5- Pe6e5- Pg2g4- Pd7d6- Pc2c3- Pg7g6- Pg4g5- Bf8g7- Pd2d4- Pe5d4x Qd1d4x Qd8d4x Qd4d8$ Ng8e7- Bc1a3- Bc8g4- Ba3c5- Ne7c6- Bc5a7- Nc6d4- Nb1c3- Nd4c6- Nc3d5- Nc6e5- Nd5f4- Pf7f6- Ba7e3- Bg4d7- Nf4g6x Ne5g6x Ph2h3- Rh8e8- Bf1c4- Re8e3x Pf2e3x Ng6f4- Ke1c1- Nf4h3$ Kc1b1- Nh3f4- Bc4e6- Nf4e6x Pe3e4- Ne6d4- Rd1d4x Pc7c5- Rd4a4- Pf6f5- Pe4f5x Pb7b6- Ra4a4- Ke8e7- Ra4a6- Ra8a6x Pf5f6- Ra6c6- Ng1e2- Rc6f6x Ne2d4- Rf6h6- Nd4f3- Rh6g6- Nf3d2- Rg6f6- Nd2b3- Rf6g6- Nb3a5- Rg6h6- Na5c4- Rh6b6- Nc4e5- Nf4d3-","8","pseudolegal","Pe2e3- Pe7e6- Pb2b4- Pa7a6- Pb4b5- Pa6b5x Pa2a4- Pb5a4x Pa4b5-","75 6 40 41 76 6 45 44 76 6 16 18 76 6 13 12 76 6 18 19 76 6 12 19 81 6 8 10 76 6 19 10 81 6 10 19 76 6 44 43 76 6 56 58 76 6 37 36 76 6 24 25 76 6 61 60 76 6 58 59 76 4 54 61 76 6 32 34 76 6 43 34 81 2 31 34 81 2 38 34 81 2 34 38 79 5 62 45 76 4 23 9 76 4 30 58 76 4 9 27 76 5 45 28 76 4 27 13 76 5 28 34 76 5 15 25 76 5 34 28 76 5 25 35 76 5 28 43 76 5 35 50 76 6 53 52 76 4 13 41 76 4 58 37 76 5 50 60 81 5 43 60 81 6 64 65 76 3 70 46 76 4 47 26 76 3 46 41 81 6 48 41 81 5 60 50 76 1 39 23 76 5 50 65 79 1 23 15 76 5 65 50 76 4 26 44 76 5 50 44 81 6 41 42 76 5 44 34 76 3 31 34 81 6 29 27 76 3 34 10 76 6 52 51 76 6 42 51 81 6 21 20 76 3 10 10 76 1 46 45 76 3 10 12 76 3 14 12 81 6 51 52 76 3 12 28 76 5 55 40 76 3 28 52 81 5 40 34 76 3 52 68 76 5 34 49 76 3 68 60 76 5 49 32 76 3 60 52 76 5 32 17 76 3 52 60 76 5 17 11 76 3 60 68 76 5 11 26 76 3 68 20 76 5 26 43 76 5 50 33 76"
"Pf2f4- Pb7b5- Pc2c3- Pa7a5- Pd2d3- Pc7c5- Pg2g4- Pa5a4- Pe2e3- Pd7d6- Pa2a3- Pg7g6- Bf1g2- Bf8g7- Ph2h3- Pa4a3x Nb1d2- Pg6g5- Pb2b3- Ng8f6- Bc1b2- Ke8g8- Ra1b1- Nb8d7- Ng1e2- Bc8b7- Bg2b7x Ra8b8- Bb7c6- Qd8c8- Pd3d4- Pc5c4- Pd4d5- Pc4d3- Bc6b5x Nf6e4- Pc2d3x Rf8e8- Ne2f4- Re8d8- Bb5d7x Bg7c3$ Rb1c1- Qc8d7x Qd1e2- Qd7b5x Nf4d5- Ne4c3x Bb2c3x Rd8d2x Rc1c6- Rb8a8- Ke1g1- Rd2e2$ Qe2e2x Bb7d5x Pe3e4- Bd5e4x Bc3b4- Be4d3- Rf1d1- Bd3e2x Pg4g5x Ra8a2- Pg5f6- Pe7f6x Ph3h4- Pb6b5- Ph4h5- Ra2a1- Ph5g6- Ra1h1- Pg6h7$ Kg8h7x Pf4f5- Kh7g6- Pf5f6x Kg6f6x Kg1f1- Kf6e5-","15","path obstruction","Pf2f4- Pb7b5- Pc2c3- Pa7a5- Pd2d3- Pc7c5- Pg2g4- Pa5a4- Pe2e3- Pd7d6- Pa2a3- Pg7g6- Bf1g2- Bf8g7- Ph2h3- Pa4a3x","75 6 48 50 76 6 21 19 76 6 24 25 76 6 13 11 76 6 32 33 76 6 29 27 76 6 56 58 76 6 11 10 76 6 40 41 76 6 37 36 76 6 8 9 76 6 61 60 76 4 47 56 76 4 54 61 76 6 64 65 76 6 10 9 81 5 15 32 76 6 60 59 76 6 16 17 76 5 62 52 76 4 23 16 76 1 46 62 76 3 7 15 76 5 22 37 76 5 55 40 76 4 30 21 76 4 56 21 81 3 14 22 76 4 21 28 76 2 38 30 76 6 33 34 76 6 27 26 76 6 34 35 76 6 26 33 76 4 28 19 81 5 52 42 76 6 24 33 81 3 54 46 76 5 40 50 76 3 46 38 76 4 19 37 81 4 61 25 79 3 15 23 76 2 30 37 81 2 31 40 76 2 37 19 81 5 50 35 76 5 42 25 81 4 16 25 81 3 38 32 81 3 23 28 76 3 22 14 76 1 39 55 76 3 32 40 79 2 40 40 81 4 21 35 81 6 41 42 76 4 35 42 81 4 25 18 76 4 42 33 76 3 47 31 76 4 33 40 81 6 58 59 81 3 14 8 76 6 59 52 76 6 45 52 81 6 65 66 76 6 20 19 76 6 66 67 76 3 8 7 76 6 67 60 76 3 7 63 76 6 60 69 79 1 62 69 81 6 50 51 76 1 69 60 76 6 51 52 81 1 60 52 81 1 55 47 76 1 52 43 76"
"Pd2d4- Pe7e6- Bc1d2- Ng8e7- Nb1c3- Nb8c6- Pf2f4- Pd7d6- Pe2e3- Pe6e5- Pf4e5x Ne7f5- Nc3d5- Nf5d4x Pc2c3- Nd4b5- Pc3c4- Nb5c3- Pb2c3x Pa7a5- Bf1b5- Pa5a4- Bb5c6$ Bc8d7- Pb3b4- Bf8e7- Ng1e2- Bd7c6x Pb4b5- Pa4a3- Bd2b4- Bc6d5x Bb4d2- Bd5c6- Ne2c3x Be7f6- Ke1g1- Bf6d4- Ra1b1- Bd4c3x Qd1g4- Pf7f6- Qg4g3- Qd8e7- Pe5f6x Ra8d8- Pf6g7x Rd8g8- Qg3g5- Rg8g7x Qg5h4- Rg7g6- Pg2g3- Rh8g8- Qh4h7x Rg6g7- Qh7h3- Qe7e4- Qh3f3- Qe4f3$ Kg1h1- Qf3f6- Nc3e4- Rg7f7- Rb1c1- Pd6d5- Ne4f6$ Qf6f6- Qh7d3- Qf6c3- Rc1c3x Re8e7- Rf1c1- Pd5c4x Bd2h6x Qc3a1- Rc3c2- Rg8f8- Rc2c1- Qa1d4-","20","path obstruction","Pd2d4- Pe7e6- Bc1d2- Ng8e7- Nb1c3- Nb8c6- Pf2f4- Pd7d6- Pe2e3- Pe6e5- Pf4e5x Ne7f5- Nc3d5- Nf5d4x Pc2c3- Nd4b5- Pc3c4- Nb5c3- Pb2c3x Pa7a5- Bf1b5-","75 6 32 34 76 6 45 44 76 4 23 32 76 5 62 45 76 5 15 25 76 5 22 28 76 6 48 50 76 6 37 36 76 6 40 41 76 6 44 43 76 6 50 43 81 5 45 51 76 5 25 35 76 5 51 34 81 6 24 25 76 5 34 19 76 6 25 26 76 5 19 25 76 6 16 25 81 6 13 11 76 4 47 19 76 6 11 10 76 4 19 28 79 4 30 37 76 6 17 18 76 4 54 45 76 5 55 40 76 4 37 28 81 6 18 19 76 6 10 9 76 4 32 18 76 4 28 35 81 4 18 32 76 4 35 28 76 5 40 25 81 4 45 52 76 1 39 55 76 4 52 34 76 3 7 15 76 4 34 25 81 2 31 58 76 6 53 52 76 2 58 57 76 2 38 45 76 6 43 52 81 3 14 38 76 6 52 61 81 3 38 62 76 2 57 59 76 3 62 61 81 2 59 66 76 3 61 60 76 6 56 57 76 3 70 62 76 2 66 69 81 3 60 61 76 2 69 65 76 2 45 42 76 2 65 49 76 2 42 49 79 1 55 63 76 2 49 52 76 5 25 42 76 3 61 53 76 3 15 23 76 6 36 35 76 5 42 52 79 2 52 52 76 2 69 33 76 2 52 25 76 3 23 25 81 3 46 45 76 3 47 23 76 6 35 26 81 4 32 68 81 2 25 7 76 3 25 24 76 3 62 54 76 3 24 23 76 2 7 34 76"
"Pg2g4- Ng8f6- Ph2h4- Nf6g4x Ph4h5- Pg7g6- Pd2d3- Pe7e5- Pe2e4- Bf8b4+ Bc1d2- Pd7d6- Pf2f3- Pc7c5- Bd2b4x Pc5b4x Bb4c3- Ng4f6- Qd1e2- Nb8c6- Bc3f6x Pd6d5- Pe4d5x Nc6d4- Pd5d6- Pc7d6x Rh1h2- Nd4f3$ Ng1f3x Qd8f6x Ke1c1- Qf6d4+ Kc1b1- Qd4d1+ Kb1a2x Ra8c8- Ka2a3- Bb4c3- Bf1c4- Bc3d2+ Ka3a4- Bd2g5- Bc4b5+ Ke8e7- Nf3d2- Bc8d7- Bb5d7x Rc8d8- Rh2g2- Bg5e3- Bd7c6- Be3d4- Bc6e8- Bd4f2- Ka4a3- Rd8d7- Pc2c3- Bf2g1- Nd2f3- Bg1e3+ Ka3b2- Ke7e8- Rg2g3- Be3f4- Bc6d7x Bf4h2- Bd7f5- Rh8d8+ Kb2c2- Bf5e6- Bf5d3- Be3g5- Bd3c4- Ke8e7- Bc4a6- Ke7d7- Ba6b7x Rd8b8- Bb7e4- Rb8b3-","16","pseudolegal","Pg2g4- Ng8f6- Ph2h4- Nf6g4x Ph4h5- Pg7g6- Pd2d3- Pe7e5- Pe2e4- Bf8b4+ Bc1d2- Pd7d6- Pf2f3- Pc7c5- Bd2b4x Pc5b4x Bb4c3-","75 6 56 58 76 5 62 52 76 6 64 66 76 5 52 58 81 6 66 67 76 6 61 60 76 6 32 33 76 6 45 43 76 6 40 42 76 4 54 18 77 4 23 32 76 6 37 36 76 6 48 49 76 6 29 27 76 4 32 18 81 6 27 18 81 4 18 25 76 5 58 52 76 2 31 40 76 5 22 28 76 4 25 52 81 6 36 35 76 6 42 35 81 5 28 34 76 6 35 36 76 6 29 36 81 3 63 64 76 5 34 49 79 5 55 49 81 2 38 52 81 1 39 23 76 2 52 34 77 1 23 15 76 2 34 31 77 1 15 8 81 3 14 30 76 1 8 9 76 4 18 25 76 4 47 26 76 4 25 32 77 1 9 10 76 4 32 59 76 4 26 19 77 1 46 45 76 5 49 32 76 4 30 37 76 4 19 37 81 3 30 38 76 3 64 56 76 4 59 41 76 4 37 28 76 4 41 34 76 4 28 46 76 4 34 48 76 1 10 9 76 3 38 37 76 6 24 25 76 4 48 55 76 5 32 49 76 4 55 41 77 1 9 16 76 1 45 46 76 3 56 57 76 4 41 50 76 4 28 37 81 4 50 64 76 4 37 51 76 3 70 38 77 1 16 24 76 4 51 44 76 4 51 33 76 4 41 59 76 4 33 26 76 1 46 45 76 4 26 12 76 1 45 37 76 4 12 21 81 3 38 22 76 4 21 42 76 3 22 17 76"
"Pg2g3- Pe7e6- Pe2e3- Pd7d5- Ng1f3- Pd5d4- Pd2d3- Pd4e3x Pc2c3- Pe3d2+ Ke1d2x Qd8d1$ Qd1f3- Qd1f3x Bf1g2- Qf3g2x Kd2e1- Pb7b6- Bc1e3- Pb6b5- Pb2b3- Bc8b7- Be3a7x Pc7c6- Bg2b7x Nb8b7x Pb3b4- Ng8f6- Ba7b8- Ra8b8x Ke1d2- Nf6e4+ Kd2e1- Ne4c5- Ke1d1- Nc5e4- Nb1d2- Ne4f2x Kd1e1- Nf2h1x Ke1e2- Nh1f2- Ke2d3- Nf2d3x Bb8f4- Nd3f4$ Kd3c3- Nf4g2- Pg3g4- Pf7f6- Ph2h3- Pa6a5- Ph3h4- Pc6c5- Pb4c5x Pa5a4- Pa2a4x Pa4a3- Pc3c4- Pa3a2- Kc3d2- Qa2a1+ Kd2d3- Qa1a2- Nd2c4- Qa2a1- Kd3e4- Pe6e5- Ke4f4- Pf6f5- Kf4f3- Pe5e4- Pg4g5- Pf5f4- Kf3e2- Pe4e3- Ph4h5- Pe3e2- Ph5h6- Qe2e1+","9","pseudolegal","Pg2g3- Pe7e6- Pe2e3- Pd7d5- Ng1f3- Pd5d4- Pd2d3- Pd4e3x Pc2c3- Pe3d2+","75 6 56 57 76 6 45 44 76 6 40 41 76 6 37 35 76 5 55 49 76 6 35 34 76 6 32 33 76 6 34 41 81 6 24 25 76 6 41 32 77 1 39 32 81 2 38 31 79 2 31 49 76 2 31 49 81 4 47 56 76 2 49 56 81 1 32 39 76 6 21 20 76 4 23 41 76 6 20 19 76 6 16 17 76 4 30 21 76 4 41 13 81 6 29 28 76 4 56 21 81 5 22 21 81 6 17 18 76 5 62 52 76 4 13 22 76 3 14 22 81 1 39 32 76 5 52 42 77 1 32 39 76 5 42 27 76 1 39 31 76 5 27 42 76 5 15 32 76 5 42 48 81 1 31 39 76 5 48 63 81 1 39 40 76 5 63 48 76 1 40 33 76 5 48 33 81 4 22 50 76 5 33 50 79 1 33 25 76 5 50 56 76 6 57 58 76 6 53 52 76 6 64 65 76 6 12 11 76 6 65 66 76 6 28 27 76 6 18 27 81 6 11 10 76 6 8 10 81 6 10 9 76 6 25 26 76 6 9 8 76 1 25 32 76 2 8 7 77 1 32 33 76 2 7 8 76 5 32 26 76 2 8 7 76 1 33 42 76 6 44 43 76 1 42 50 76 6 52 51 76 1 50 49 76 6 43 42 76 6 58 59 76 6 51 50 76 1 49 40 76 6 42 41 76 6 66 67 76 6 41 40 76 6 67 68 76 2 40 39 77"
"Pb2b3- Pe7e5- Pc2c4- Pd7d6- Pc4c5- Pd6c5x Pg2g4- Ph7h6- Pg4g5- Ng8f6- Ph2h4- Bc8g4- Pf2f3- Bg4f5x Pf3f4- Pe5e4- Pf4f5x Bf8e7- Pd2d3- Pe4d3x Bc1a3- Nf6d5- Ba3c5x Pa7a5- Pf5f6- Pg7f6x Pe2e3- Be7c5x Pd3d4- Nd5e3x Qd1d2- Ne3c2+ Qd2c2x Qd8h4$ Ke1d2- Qh4f6$ Kd2c1- Qf6c3+ Kc1b1- Qc3d4x Kb1a2- Qd4e3+ Ka2a1- Qe3d3+ Ka1a2- Bc5b4+ Ka2a1- Nb8c6- Bf1d3x Ke8g8- Ng1f3- Rf8e8- Pg5f6- Pb7b6- Nf3d2- Bb4d2x Rh1g1- Qd3f5- Rg1h1- Qf5f4+ Ka1b1- Re8e6- Ba3c1- Nc6d4- Rh1h2- Nd4c2+ Kb1c2x Qf4h2x Bc1d2x Re6e4+ Kc2d2x Pb6b5- Nd2e4x Pb5c4- Ne4f6+ Kg8g7x Nf6h5+ Kg7f6- Nh5f4- Nd4f3+","13","pseudolegal","Pb2b3- Pe7e5- Pc2c4- Pd7d6- Pc4c5- Pd6c5x Pg2g4- Ph7h6- Pg4g5- Ng8f6- Ph2h4- Bc8g4- Pf2f3- Bg4f5x","75 6 16 17 76 6 45 43 76 6 24 26 76 6 37 36 76 6 26 27 76 6 36 27 81 6 56 58 76 6 69 68 76 6 58 59 76 5 62 52 76 6 64 66 76 4 30 58 76 6 48 49 76 4 58 51 81 6 49 50 76 6 43 42 76 6 50 51 81 4 54 45 76 6 32 33 76 6 42 33 81 4 23 9 76 5 52 35 76 4 9 27 81 6 13 11 76 6 51 52 76 6 61 52 81 6 40 41 76 4 45 27 81 6 33 34 76 5 35 41 81 2 31 32 76 5 41 24 77 2 32 24 81 2 38 66 79 1 39 32 76 2 66 52 79 1 32 23 76 2 52 25 77 1 23 15 76 2 25 34 81 1 15 8 76 2 34 41 77 1 8 7 76 2 41 33 77 1 7 8 76 4 27 18 77 1 8 7 76 5 22 28 76 4 47 33 81 1 46 62 76 5 55 49 76 3 54 46 76 6 59 52 76 6 21 20 76 5 49 32 76 4 18 32 81 3 63 55 76 2 33 51 76 3 55 63 76 2 51 50 77 1 7 15 76 3 46 44 76 4 9 23 76 5 28 34 76 3 63 64 76 5 34 24 77 1 15 24 81 2 50 64 81 4 23 32 81 3 44 42 77 1 24 32 81 6 20 19 76 5 32 42 81 6 19 26 76 5 42 52 77 1 62 61 81 5 52 67 77 1 61 52 76 5 67 50 76 5 34 49 77"
"Ph2h3- Ng8f6- Ng1f3- Pe7e5- Pe2e4- Pd7d5- Pe4d5x Nf6d5x Nf3d4- Nd5f4- Bf1c4- Nf4d3+ Qd1d3x Bc8d7- Nb1c3- Nb8c6- Qd3e2- Bd7b5- Pg2g4- Bb5a4- Bc4b5- Ba4c2x Pg4g5- Pa7a6- Ph3h4- Pb7b5x Pg5f6x Bf8c5- Qe2c4- Qd8f6x Ke1e2- Bc5d4x Ph4h5- Bd4f2x Rh1h3- Bf2d4- Bc1h6- Bd4e5- Bh6g7x Rh8g8- Bg7f6- Rg8g5- Bf6g5x Qf6g5$ Ke2d3- Qg5h5x Rh3h5x Rg5h5x Ph5h4- Rh5h4x Ra1a3- Qh5d1+ Kd3c4- Rh4c4x Ra3a7- Rc4a4+ Kc4b5x Ra4b4- Pa2a3- Rb4b5$ Kb5c6x Rb4b2$ Kc6c5- Rb2b1- Pa3a4- Rb1b3+ Kc5c6- Qd1c1+ Kc6d5- Qc1a4$ Kd5e4- Qa4a3+ Ke4f4- Qa3d6+ Kf4e3- Qd6g3+ Ke3d4- Qg3b8+ Kd4d3- Qb8b3+","12","path obstruction","Ph2h3- Ng8f6- Ng1f3- Pe7e5- Pe2e4- Pd7d5- Pe4d5x Nf6d5x Nf3d4- Nd5f4- Bf1c4- Nf4d3+ Qd1d3x","75 6 64 65 76 5 62 52 76 5 55 49 76 6 45 43 76 6 40 42 76 6 37 35 76 6 42 35 81 5 52 35 81 5 49 34 76 5 35 50 76 4 47 26 76 5 50 33 77 2 31 33 81 4 30 37 76 5 15 25 76 5 22 28 76 2 33 40 76 4 37 19 76 6 56 58 76 4 19 10 76 4 26 19 76 4 10 24 81 6 58 59 76 6 13 12 76 6 65 66 76 6 21 19 81 6 59 52 81 4 54 27 76 2 40 26 76 2 38 52 81 1 39 40 76 4 27 34 81 6 66 67 76 4 34 48 81 3 63 65 76 4 48 34 76 4 23 68 76 4 34 43 76 4 68 61 81 3 70 62 76 4 61 52 76 3 62 59 76 4 52 59 81 2 52 59 79 1 40 33 76 2 59 67 81 3 65 67 81 3 59 67 81 6 67 66 76 3 67 66 81 3 7 9 76 2 67 31 77 1 33 26 76 3 66 26 81 3 9 13 76 3 26 10 77 1 26 19 81 3 10 18 76 6 8 9 76 3 18 19 79 1 19 28 81 3 18 16 79 1 28 27 76 3 16 15 76 6 9 10 76 3 15 17 77 1 27 28 76 2 31 23 77 1 28 35 76 2 23 10 79 1 35 42 76 2 10 9 77 1 42 50 76 2 9 36 77 1 50 41 76 2 36 57 77 1 41 34 76 2 57 22 77 1 34 33 76 2 22 17 77"
"Pe2e4- Pe7e6- Pc2c3- Ke8e7- Pf2f4- Ng8e7- Bf1d3- Pd7d6- Ng1f3- Nb8d7- Pf4f5- Bc8d7- Pd3d4- Pg7g6- Nb1a3- Pa7a6- Pb2b4- Pb7b5- Pb4b5x Pa6b5x Bc1a3- Ne7f5x Qd1a4- Ra8b8- Ra1b1- Rh8g8- Pg2g4- Ph7h6- Pg4f5x Bf8e7- Pf5g6x Pf7g6x Nf3h4- Ke7f8- Rh1g1- Bd7a4x Rg1g6x Pe6e5- Nh4g6$ Kf8f7- Ng6h4- Rg8g2- Qa4c2- Qd8g8- Qc2g2x Nf5h4x Nh4g2x Kf7g8- Ke1e2- Nh4g2$ Ke2f2- Ng2e3+ Kf2e3x Qg8g2- Rg6g2x Qg2h2$ Ke3e4- Qh2h1- Nh4f3- Qh1c1- Nf3d4- Qc1c2+ Ke4e3- Qc2c1+ Nd4c2- Qc1c2x Rb1d1- Qc2a2x Rd1d2- Qa2c1- Nc2e3- Ng2e3x Ke3d4- Ne3c2- Qd2c2x Qc1c3$ Kd4c3x Qb2b1+ Kc3c4- Nc2b4+","5","path obstruction","Pe2e4- Pe7e6- Pc2c3- Ke8e7- Pf2f4- Ng8e7-","75 6 40 42 76 6 45 44 76 6 24 25 76 1 46 45 76 6 48 50 76 5 62 45 76 4 47 33 76 6 37 36 76 5 55 49 76 5 22 37 76 6 50 51 76 4 30 37 76 6 33 34 76 6 61 60 76 5 15 9 76 6 13 12 76 6 16 18 76 6 21 19 76 6 18 19 81 6 12 19 81 4 23 9 76 5 45 51 81 2 31 10 76 3 14 22 76 3 7 15 76 3 70 62 76 6 56 58 76 6 69 68 76 6 58 51 81 4 54 45 76 6 51 60 81 6 53 60 81 5 49 66 76 1 45 54 76 3 63 55 76 4 37 10 81 3 55 60 81 6 44 43 76 5 66 60 79 1 54 53 76 5 60 66 76 3 62 56 76 2 10 24 76 2 38 62 76 2 24 56 81 5 51 66 81 5 66 56 81 1 53 62 76 1 39 40 76 5 66 56 79 1 40 48 76 5 56 41 77 1 48 41 81 2 62 56 76 3 60 56 81 2 56 64 79 1 41 42 76 2 64 63 76 5 66 49 76 2 63 23 76 5 49 34 76 2 23 24 77 1 42 41 76 2 24 23 77 5 34 24 76 2 23 24 81 3 15 31 76 2 24 8 81 3 31 32 76 2 8 23 76 5 24 41 76 5 56 41 81 1 41 34 76 5 41 24 76 2 32 24 81 2 23 25 79 1 34 25 81 2 16 15 77 1 25 26 76 5 24 18 77"
