"Game String","Moves Until Error","Error Type","First Illegal Move","Predicted Tokens"
"Pd2d3 Pg7g5 Pe2e4 Pd7d5 Pf2f4 Pg5f4 Ng1f3 Bc8g4 Bf1e2 Bg4f3 Be2f3 Bf3d1 Ke1d1 Qd8d6 Kd1e2 Qd6e6 Ph2h4 Qe6g4 Ke2f2 Qg4h4 Kf2e1 Qh4h6 Pg2g3 Qh6e6 Nb1d2 Nb8c6 Pc2c3 Qe6d6 Ke1f2 Qd6c6 Pb2b3 Ke8c8 Bc1b2 Pe7e6 Ra1e1 Ng8e7 Nd2b3 Kc8d7 Nb3c5 Kd7e8 Nc5e6 Pf7e6 Bb2a3 Rh8g8 Pe4d5 Pe6d5 Rh1g1 Rg8h8 Rg1g7 Qc6e6 Re1g1 Rh8f8 Rg7h7 Qe6f7 Rg1g7 Rf8f3 Ba3b2 Qf7f8 Kf2e2 Rf3f5 Rg7g8 Ke8d7 Rg8d8 Kd7d8 Pc3c4 Pd5c4 Bb2c1 Kd8e8 Ke2d2 Qf8g8 Bc1f4 Pc4d3 Kd2c1 Pd3d2 Kc1d2 Qg8g2 Kd2c2 Qg2h2 Kc2d2 Qh2h3","11","pseudolegal","Pd2d3 Pg7g5 Pe2e4 Pd7d5 Pf2f4 Pg5f4 Ng1f3 Bc8g4 Bf1e2 Bg4f3 Be2f3 Bf3d1","75 6 32 33 6 61 59 6 40 42 6 37 35 6 48 50 6 59 50 5 55 49 4 30 58 4 47 40 4 58 49 4 40 49 4 49 31 1 39 31 2 38 36 1 31 40 2 36 44 6 64 66 2 44 58 1 40 48 2 58 66 1 48 39 2 66 68 6 56 57 2 68 44 5 15 32 5 22 28 6 24 25 2 44 36 1 39 48 2 36 28 6 16 17 1 46 30 4 23 16 6 45 44 3 7 39 5 62 45 5 32 17 1 30 37 5 17 27 1 37 46 5 27 44 6 53 44 4 16 9 3 70 62 6 42 35 6 44 35 3 63 55 3 62 70 3 55 61 2 28 44 3 39 55 3 70 54 3 61 69 2 44 53 3 55 61 3 54 49 4 9 16 2 53 54 1 48 40 3 49 51 3 61 62 1 46 37 3 62 38 1 37 38 6 25 26 6 35 26 4 16 23 1 38 46 1 40 32 2 54 62 4 23 50 6 26 33 1 32 23 6 33 32 1 23 32 2 62 56 1 32 24 2 56 64 1 24 32 2 64 65"
"Pd2d4 Pe7e5 Pd4e5 Qd8f6 Qd1d5 Qf6f2 Ke1d1 Qf2f1 Kd1e1 Qf1g2 Ke1f2 Nb8a6 Pe2e3 Na6b4 Kf2g3 Nb4c2 Kg3g4 Nc2a1 Pb2b3 Pf7f5 Pa2a4 Pf5g4 Ph2h3 Pg4h3 Kb3b4 Ph3h2 Kb4c5 Pd7d6 Kc5d4 Pd6e5 Kd4d3 Pe5e4 Kd3e2 Pe4e3 Bc1b2 Bc8f5 Ke2f3 Bf5b1 Rh1h2 Pg7g5 Rh2h1 Pg5g4 Rh1h5 Bb1d3 Kf3f4 Pg4g3 Rh5h1 Ng8f6 Rh1h2 Pg3g2 Rh2g2 Qh2g2 Kf4f5 Qg2f1 Kf5e5 Qf1d1 Pa4a5 Pe3e2 Pa5a6 Pb7a6 Ke5f4 Nf6h5 Kf4g4 Nh5f4 Kg4f5 Nf4e2 Ng1e2 Bf8a3 Kf5e6 Ra8c8 Ke6e5 Rh8g8 Ke5f5 Ba3b2 Pa5a6 Rg8g1 Kf5e4 Rc8e8 Ke4d5 Rg1f1","8","pseudolegal","Pd2d4 Pe7e5 Pd4e5 Qd8f6 Qd1d5 Qf6f2 Ke1d1 Qf2f1 Kd1e1","75 6 32 34 6 45 43 6 34 43 2 38 52 2 31 35 2 52 48 1 39 31 2 48 47 1 31 39 2 47 56 1 39 48 5 22 12 6 40 41 5 12 18 1 48 57 5 18 24 1 57 58 5 24 7 6 16 17 6 53 51 6 8 10 6 51 58 6 64 65 6 58 65 1 17 18 6 65 64 1 18 27 6 37 36 1 27 34 6 36 43 1 34 33 6 43 42 1 33 40 6 42 41 4 23 16 4 30 51 1 40 49 4 51 15 3 63 64 6 61 59 3 64 63 6 59 58 3 63 67 4 15 33 1 49 50 6 58 57 3 67 63 5 62 52 3 63 64 6 57 56 3 64 56 2 64 56 1 50 51 2 56 47 1 51 43 2 47 31 6 10 11 6 41 40 6 11 12 6 21 12 1 43 50 5 52 67 1 50 58 5 67 50 1 58 51 5 50 40 5 55 40 4 54 9 1 51 44 3 14 30 1 44 43 3 70 62 1 43 51 4 9 16 6 11 12 3 62 55 1 51 42 3 30 46 1 42 35 3 55 47"
"Pe2e3 Pe7e5 Pe3e4 Pd7d5 Pe4d5 Bf8e7 Pc2c4 Pc7c6 Pd5c6 Pb7b5 Pc4b5 Pc6b5 Pa2a4 Pb5b4 Pa4a5 Ra8a5 Ra1a5 Nb8c6 Ra5a1 Bc8a6 Ra1a7 Nc6a7 Pd2d3 Ba6d3 Qd1d3 Ng8f6 Qd3d8 Ke8d8 Ng1f3 Rh8e8 Ke1d2 Na7c6 Nf3e5 Be7b4 Kd2e2 Rc6c5 Ne5c6 Na7c6 Nc6b4 Rc5c2 Ke2d3 Rc2b2 Nb4c6 Rb2c2 Kd3d4 Rc2a2 Pf2f3 Ra2a1 Kd4d5 Nf6d5 Kd5c6 Ra1c1 Kc6b7 Nd5b4 Kb7c7 Pg7g6 Nc6d4 Rc1b1 Nd4c2 Rb1b4 Nc2b4 Rb4b2 Nb4a6 Rb2c2 Kc7b8 Rc2c3 Na6c5 Rc3c5 Nc5d3 Rc5f5 Nd3b4 Rf5f3 Pg2f3 Ph7h5 Nb4d3 Rc1d1 Nd3f4 Rd1a1 Nf4g6 Kd8c7","11","pseudolegal","Pe2e3 Pe7e5 Pe3e4 Pd7d5 Pe4d5 Bf8e7 Pc2c4 Pc7c6 Pd5c6 Pb7b5 Pc4b5 Pc6b5","75 6 40 41 6 45 43 6 41 42 6 37 35 6 42 35 4 54 45 6 24 26 6 29 28 6 35 28 6 21 19 6 26 19 6 28 19 6 8 10 6 19 18 6 10 11 3 14 11 3 7 11 5 22 28 3 11 7 4 30 12 3 7 13 5 28 13 6 32 33 4 12 33 2 31 33 5 62 52 2 33 38 1 46 38 5 55 49 3 70 46 1 39 32 5 13 28 5 49 43 4 45 18 1 32 40 3 28 27 5 43 28 5 13 28 5 28 18 3 27 24 1 40 33 3 24 16 5 18 28 3 16 24 1 33 34 3 24 8 6 48 49 3 8 7 1 34 35 5 52 35 1 35 28 3 7 23 1 28 21 5 35 18 1 21 29 6 61 60 5 28 34 3 23 15 5 34 24 3 15 18 5 24 18 3 18 16 5 18 12 3 16 24 1 29 22 3 24 25 5 12 27 3 25 27 5 27 33 3 27 51 5 33 18 3 51 49 6 56 49 6 69 67 5 18 33 3 23 31 5 33 50 3 31 7 5 50 60 1 38 29"
"Pe2e4 Pf7f5 Pe4f5 Pe8c6 Pd2d4 Pd7d5 Ng1f3 Pe7e6 Bf1d3 Bf8d6 Nf3h4 Qd8h4 Ph2h3 Qh4h3 Rh1h3 Bd6h2 Nb1d2 Bh2d6 Pf2f4 Bc8d7 Bd3f5 Bd7f5 Nd2f3 Bf5h3 Bc1e3 Pg7g5 Nf3g5 Bh3f5 Ng5f3 Ph7h6 Nf3h2 Bd6f4 Be3f4 Ph6h5 Bf4c7 Nb8d7 Bc7f4 Nd7b6 Bf4e5 Ng8f6 Be5f6 Rh8h6 Bf6h4 Rh6h4 Bh4g5 Nb6c4 Ke1e2 Nc4b2 Ke2e3 Ra8c8 Nh2f3 Rc8c2 Ra1h1 Rc2c3 Ke3d2 Rc3h1 Rh3h1 Rh1h1 Nf3h4 Rh1h6 Bg5d2 Rh6e6 Bd2c3 Ke8d7 Bc3b4 Re6f6 Nh4f3 Pc6c5 Bb4c5 Pb7b6 Bc5a7 Rf6f4 Kd2e3 Rf4c4 Ba7b6 Rc4c3 Ke3d2 Rc3a3 Kd2c3 Ra3a2","3","piece logic","Pe2e4 Pf7f5 Pe4f5 Pe8c6","75 6 40 42 6 53 51 6 42 51 6 46 28 6 32 34 6 37 35 5 55 49 6 45 44 4 47 33 4 54 36 5 49 66 2 38 66 6 64 65 2 66 65 3 63 65 4 36 64 5 15 32 4 64 36 6 48 50 4 30 37 4 33 51 4 37 51 5 32 49 4 51 65 4 23 41 6 61 59 5 49 59 4 65 51 5 59 49 6 69 68 5 49 64 4 36 50 4 41 50 6 68 67 4 50 29 5 22 37 4 29 50 5 37 20 4 50 43 5 62 52 4 43 52 3 70 68 4 52 66 3 68 66 4 66 59 5 20 26 1 39 40 5 26 16 1 40 41 3 14 30 5 64 49 3 30 24 3 7 63 3 24 25 1 41 32 3 25 63 3 65 63 3 63 63 5 49 66 3 63 68 4 59 32 3 68 44 4 32 25 1 46 37 4 25 18 3 44 52 5 66 49 6 28 27 4 18 27 6 21 20 4 27 13 3 52 50 1 32 41 3 50 26 4 13 20 3 26 25 1 41 32 3 25 9 1 32 25 3 9 8"
"Pe2e4 Pf7f6 Nb1c3 Pe7e5 Pe4e5 Bf8c5 Ng1f3 Ng8h6 Pd2d4 Bc5b6 Bf1c4 Pd7d6 Pe5d6 Qd8d6 Pd4d5 Pc7c6 Pd5c6 Pb7c6 Bc1h6 Pg7h6 Ke1g1 Bc8g4 Nf3d4 Pc6c5 Nd4c6 Nb8c6 Bc4b5 Ra8b8 Bb5a6 Bg4d1 Rf1d1 Nc6d4 Rd1d4 Rb8b2 Nc3b5 Rb2b5 Ba6b5 Ke8d8 Rd4a4 Rh8e8 Bb5c6 Ph7h5 Ra4a7 Kd8c8 Ra7f7 Nh6f7 Bc6e8 Nf7e5 Be8h5 Qd6d8 Bh5f7 Qd8d5 Bf7g8 Qd5g8 Kg1f1 Qg8d5 Bg8h7 Qd5g5 Kf1g1 Qg5f5 Bh7f5 Kc8c7 Ra1c1 Bb6d8 Rc1a1 Bd8c7 Bf5e4 Kc7d6 Kg1g2 Bc7f4 Be4d3 Bf4d2 Bd3c4 Bd2e1 Bc4g8 Be1c3 Bg8h7 Bc3d4 Kg2f1 Bd4a1","4","path obstruction","Pe2e4 Pf7f6 Nb1c3 Pe7e5 Pe4e5","75 6 40 42 6 53 52 5 15 25 6 45 43 6 42 43 4 54 27 5 55 49 5 62 68 6 32 34 4 27 20 4 47 26 6 37 36 6 43 36 2 38 36 6 34 35 6 29 28 6 35 28 6 21 28 4 23 68 6 61 68 1 39 55 4 30 58 5 49 34 6 28 27 5 34 28 5 22 28 4 26 19 3 14 22 4 19 12 4 58 31 3 47 31 5 28 34 3 31 34 3 22 16 5 25 19 3 16 19 4 12 19 1 46 38 3 34 10 3 70 46 4 19 28 6 69 67 3 10 13 1 38 30 3 13 53 5 68 53 4 28 46 5 53 43 4 46 67 2 36 38 4 67 53 2 38 35 4 53 62 2 35 62 1 55 47 2 62 35 4 62 69 2 35 59 1 47 55 2 59 51 4 69 51 1 30 29 3 7 23 4 20 38 3 23 7 4 38 29 4 51 42 1 29 36 1 55 56 4 29 50 4 42 33 4 50 32 4 33 26 4 32 39 4 26 62 4 39 25 4 62 69 4 25 34 1 56 47 4 34 7"
"Pa2a3 Pd7d5 Pe2e3 Pe7e5 Nb1c3 Nb8c6 Pb2b3 Pf7f6 Bc1b2 Pd5d4 Pe3d4 Pe5d4 Pe3d4 Nc6d4 Nc3d5 Qd8d5 Qd1f3 Bc8e6 Pc2c4 Nd4f3 Pg2f3 Be6c4 Pb3c4 Ke8c8 Bf1c4 Kc8b8 Ke1e2 Bf8c5 Bc4b5 Pa7a6 Bb5a6 Pb7a6 Ra1c1 Rd8b8 Rc1c5 Qd5f3 Ke2f1 Qf3h1 Ph2h4 Rb8b2 Pd2d4 Bc5d4 Rc5c6 Rb2e2 Kf1g2 Bd4f2 Kg2f2 Pg7g6 Bb2f6 Kb8b7 Rc6a6 Kb7a6 Bf6h8 Bf2g1 Kf2g1 Re2e1 Kg1f2 Re1h1 Kf2g2 Rh1h4 Kg2f3 Rh4h2 Kf3e4 Rh2h4 Ke4e3 Rh4h3 Ke3e2 Rh3a3 Ke2d2 Ra3a4 Kd2c3 Ra4c4 Kc3b2 Rc4e4 Kb2b3 Ka6b5 Kb3a3 Re4e5 Ka3b2 Re5e4","12","pseudolegal","Pa2a3 Pd7d5 Pe2e3 Pe7e5 Nb1c3 Nb8c6 Pb2b3 Pf7f6 Bc1b2 Pd5d4 Pe3d4 Pe5d4 Pe3d4","75 6 8 9 6 37 35 6 40 41 6 45 43 5 15 25 5 22 28 6 16 17 6 53 52 4 23 16 6 35 34 6 41 34 6 43 34 6 41 34 5 28 34 5 25 35 2 38 35 2 31 49 4 30 44 6 24 26 5 34 49 6 56 49 4 44 26 6 17 26 1 46 30 4 47 26 1 30 22 1 39 40 4 54 27 4 26 19 6 13 12 4 19 12 6 21 12 3 7 23 3 38 22 3 23 27 2 35 49 1 40 47 2 49 63 6 64 66 3 22 16 6 32 34 4 27 34 3 27 28 3 16 40 1 47 56 4 34 48 1 56 48 6 61 60 4 16 52 1 22 21 3 28 12 1 21 12 4 52 70 4 48 55 1 48 55 3 40 39 1 55 48 3 39 63 1 48 56 3 63 66 1 56 49 3 66 64 1 49 42 3 64 66 1 42 41 3 66 65 1 41 40 3 65 9 1 40 32 3 9 10 1 32 25 3 10 26 1 25 16 3 26 42 1 16 17 1 12 19 1 17 9 3 42 43 1 9 16 3 43 42"
"Ph2h4 Ph7h5 Pe2e3 Pg7g5 Bf1e2 Pg5g4 Pe3e4 Pd7d5 Pe4d5 Qd8d5 Nb1c3 Qd5g2 Rh1h2 Qg2f3 Ng1f3 Nb8c6 Pd2d3 Bc8h3 Rh2h3 Ra8d8 Bc1g5 Rd8d5 Qd1d2 Ke8d7 Ke1c1 Rd5d3 Qd2d3 Nc6b4 Qd3d2 Nb4a2 Kc1b1 Na2c3 Kb1c1 Nc3d1 Kc1d1 Pb7b5 Qd2d3 Bh3e6 Nf3g5 Be6d5 Pf2f3 Pf7f6 Ng5e6 Kd7d6 Ne6f8 Ng8f8 Qd3b5 Nf8e6 Qb5a4 Bd5e6 Qa4a7 Ne6c5 Qa7a4 Nc5a4 Pb2b3 Na4c3 Kd1d2 Nc3a4 Pb3a4 Pc7c6 Kd2e1 Nc6b4 Pa4a5 Nb4d5 Be2d3 Nd5c3 Ke1e2 Nc3a4 Pc2c4 Na4c3 Ke2f2 Nc3d5 Pc4d5 Pc6d5 Pf3f4 Be6c4 Pa2a3 Pe7e5 Pf4e5 Kd6e5","17","path obstruction","Ph2h4 Ph7h5 Pe2e3 Pg7g5 Bf1e2 Pg5g4 Pe3e4 Pd7d5 Pe4d5 Qd8d5 Nb1c3 Qd5g2 Rh1h2 Qg2f3 Ng1f3 Nb8c6 Pd2d3 Bc8h3","75 6 64 66 6 69 67 6 40 41 6 61 59 4 47 40 6 59 58 6 41 42 6 37 35 6 42 35 2 38 35 5 15 25 2 35 56 3 63 64 2 56 49 5 55 49 5 22 28 6 32 33 4 30 65 3 64 65 3 14 38 4 23 59 3 38 35 2 31 32 1 46 37 1 39 23 3 35 33 2 32 33 5 28 18 2 33 32 5 18 8 1 23 15 5 8 25 1 15 23 5 25 31 1 23 31 6 21 19 2 32 33 4 65 44 5 49 59 4 44 35 6 48 49 6 53 52 5 59 44 1 37 36 5 44 54 5 62 54 2 33 19 5 54 44 2 19 10 4 35 44 2 10 13 5 44 27 2 13 10 5 27 10 6 16 17 5 10 25 1 31 32 5 25 10 6 17 10 6 29 28 1 32 39 5 28 18 6 10 11 5 18 35 4 40 33 5 35 25 1 39 40 5 25 10 6 24 26 5 10 25 1 40 48 5 25 35 6 26 35 6 28 35 6 49 50 4 44 26 6 8 9 6 45 43 6 50 43 1 36 43"
"h2h3h2 Pe7e5 Pd2d3 Bf8c5 Pc2c4 Pd7d6 Bc1g5 Nb8c6 Pa2a3 Ng8f6 Pd3d4 Pe5d4 Bg5f6 Qd8f6 Pe2e3 Pd4e3 Pf2e3 Bc8g4 Ph2h3 Bg4h5 Ng1f3 Bh5f3 Qd1f3 Pg7g5 Qf3e2 Pg5g4 Nb1d2 Ph7h5 Ph3f4 Pg4g3 Nd2e4 Qf6f4 Ne4g5 Bc5e3 Qe2e3 Qf4e3 Ke1d1 Nc6d4 Kd1c2 Nd4c2 Kc2c3 Nc2a1 Ng5f7 Rh8f8 Nf7d6 Ke8e7 Nd6b7 Rf8f2 Nb7d6 Ke7d6 Nd6f7 Rf2e2 Nc3e2 Ra8e8 Ne2c3 Re8e3 Nc3a4 Re3d3 Kc3b4 Rd3d4 Na4c5 Rd4f4 Nc5e4 Rf4e4 Kb4c3 Re4e3 Kc3c2 Re3e5 Kc2c3 Re5e3 Pg2g3 Re3g3 Pb2b4 Ph5h4 Pg3h4 Rg3h3 Kc3b2 Rh3h4 Pc4c5 Rh4h2","0","syntax","h2h3h2","75 64 65 64 6 45 43 6 32 33 4 54 27 6 24 26 6 37 36 4 23 59 5 22 28 6 8 9 5 62 52 6 33 34 6 43 34 4 59 52 2 38 52 6 40 41 6 34 41 6 48 41 4 30 58 6 64 65 4 58 67 5 55 49 4 67 49 2 31 49 6 61 59 2 49 40 6 59 58 5 15 32 6 69 67 6 65 50 6 58 57 5 32 42 2 52 50 5 42 59 4 27 41 2 40 41 2 50 41 1 39 31 5 28 34 1 31 24 5 34 24 1 24 25 5 24 7 5 59 53 3 70 54 5 53 36 1 46 45 5 36 21 3 54 48 5 21 36 1 45 36 5 36 53 3 48 40 5 25 40 3 14 46 5 40 25 3 46 41 5 25 10 3 41 33 1 25 18 3 33 34 5 10 27 3 34 50 5 27 42 3 50 42 1 18 25 3 42 41 1 25 24 3 41 43 1 24 25 3 43 41 6 56 57 3 41 57 6 16 18 6 67 66 6 57 66 3 57 65 1 25 16 3 65 66 6 26 27 3 66 64"
"Pe2e4 Pg7g6 Ng1f3 Bf8g7 Pd2d4 Pc7c5 Pc2c3 Qd8a5 Bc1d2 Qa5b6 Bf1d3 Pc5d4 Nf3d4 Bg7d4 Pc3d4 Ng8f6 Nb1c3 Ke8g8 Nc3d5 Qb6c6 Bd2c3 Bd4c3 Pb2c3 Pe7e6 Nd5f6 Kg8h8 Nf6h5 Kh8g8 Nh5f4 Nb8c6 Qd1d2 Pd7d5 Nf4d3 Nc6e5 Nd3e5 Qc6c3 Ra1c1 Qc3f6 Nf4d5 Ne5d3 Qd2d3 Qf6e5 Nd5f4 Qe5f4 Ph2h3 Qf4g5 Ke1f1 Qg5f5 Kf1g1 Rf8e8 Pe4f5 Pg6f5 Qd3f5 Bc8f5 Rc1f1 Bf5c8 Kg1h1 Bc8d7 Rf1g1 Re8e5 Pd4e5 Pf7f6 Pe5f6 Pg7f6 Rg1e1 Kg8f7 Re1d1 Ra8g8 Rd1d3 Kf7g6 Rd3d7 Rg8g2 Rd7b7 Rg2e2 Rb7a7 Re2g2 Ra7a6 Rg2f2 Ra6e6 Kg6f7","21","pseudolegal","Pe2e4 Pg7g6 Ng1f3 Bf8g7 Pd2d4 Pc7c5 Pc2c3 Qd8a5 Bc1d2 Qa5b6 Bf1d3 Pc5d4 Nf3d4 Bg7d4 Pc3d4 Ng8f6 Nb1c3 Ke8g8 Nc3d5 Qb6c6 Bd2c3 Bd4c3","75 6 40 42 6 61 60 5 55 49 4 54 61 6 32 34 6 29 27 6 24 25 2 38 11 4 23 32 2 11 20 4 47 33 6 27 34 5 49 34 4 61 34 6 25 34 5 62 52 5 15 25 1 46 62 5 25 35 2 20 28 4 32 25 4 34 25 6 16 25 6 45 44 5 35 52 1 62 70 5 52 67 1 70 62 5 67 50 5 22 28 2 31 32 6 37 35 5 50 33 5 28 43 5 33 43 2 28 25 3 7 23 2 25 52 5 50 35 5 43 33 2 32 33 2 52 43 5 35 50 2 43 50 6 64 65 2 50 59 1 39 47 2 59 51 1 47 55 3 54 46 6 42 51 6 60 51 2 33 51 4 30 51 3 23 47 4 51 30 1 55 63 4 30 37 3 47 55 3 46 43 6 34 43 6 53 52 6 43 52 6 61 52 3 55 39 1 62 53 3 39 31 3 14 62 3 31 33 1 53 60 3 33 37 3 62 56 3 37 21 3 56 40 3 21 13 3 40 56 3 13 12 3 56 48 3 12 44 1 60 53"
"Pg1f3 Pc7c5 Pe2e4 Pd7d5 Pe4e5 Nb8c6 Pd2d3 Ng8f6 Nb1d2 Pe7e6 Nd2f1 Pa7a6 Nf1g3 Bf8e7 Ng3h5 Ke8g8 Pg2g4 Rf8e8 Ke1d2 Pb7b6 Bc1f4 Bc8b7 Pa2a4 Nc6e5 Nh5f6 Be7f6 Pg4g5 Bf6e7 Nh5g7 Kg8g7 Pg5g6 Be7g5 Bf4g5 Qd8g5 Qd1g4 Pf7g6 Ph2h4 Qg5d2 Kd2c3 Qd2g5 Kc3b3 Pa6a5 Ra1a2 Qg5g4 Ba2b1 Qg4f3 Ra2d2 Qf3f5 Rh1h5 Qf5e5 Kb3c3 Ra8b8 Rh5g5 Qe5e7 Rg5g1 Kg7f6 Rg1h1 Kf6e7 Rh1h6 Re8h8 Rh6h8 Qe7f6 Rh8h7 Ke7e8 Rh7h5 Qf6g6 Rh5h4 Qg6h7 Rh4h6 Qh7h6 Kc3d2 Qh6h2 Kd2c3 Qh2h6 Bb1f5 Qh6g7 Bf5e6 Qg7g5 Be6c8 Rb8c8","10","path obstruction","Pg1f3 Pc7c5 Pe2e4 Pd7d5 Pe4e5 Nb8c6 Pd2d3 Ng8f6 Nb1d2 Pe7e6 Nd2f1","75 6 55 49 6 29 27 6 40 42 6 37 35 6 42 43 5 22 28 6 32 33 5 62 52 5 15 32 6 45 44 5 32 47 6 13 12 5 47 57 4 54 45 5 57 67 1 46 62 6 56 58 3 54 46 1 39 32 6 21 20 4 23 50 4 30 21 6 8 10 5 28 43 5 67 52 4 45 52 6 58 59 4 52 45 5 67 61 1 62 61 6 59 60 4 45 59 4 50 59 2 38 59 2 31 58 6 53 60 6 64 66 2 59 32 1 32 25 2 32 59 1 25 17 6 12 11 3 7 8 2 59 58 4 8 15 2 58 49 3 8 32 2 49 51 3 63 67 2 51 43 1 17 25 3 14 22 3 67 59 2 43 45 3 59 55 1 61 52 3 55 63 1 52 45 3 63 68 3 46 70 3 68 70 2 45 52 3 70 69 1 45 46 3 69 67 2 52 60 3 67 66 2 60 69 3 66 68 2 69 68 1 25 32 2 68 64 1 32 25 2 64 68 4 15 51 2 68 61 4 51 44 2 61 59 4 44 30 3 22 30"
"Pd2d4 Pg7g6 Pe2e4 Pa7a6 Bf1e2 Ph7h5 Ng1f3 Pe7e6 Nf3g5 Nb8c6 Be2f3 Pd7d5 Pe4e5 Bc8d7 Pc2c3 Pd5d4 Pc3c4 Nc6d4 Bf3d5 Bd7c6 Bd5c6 Pb7c6 Nb1d2 Qd8e7 Ke1g1 Qe7e5 Nd2f3 Qe5e7 Ng5f3 Ph5h4 Nf3d4 Pc6c5 Nd4f3 Bf8g7 Qd1a4 Ke8d7 Qa4b3 Ph4h3 Pg2g3 Bg7h6 Qb3a4 Kd7c6 Qa4c2 Bh6e3 Qc2e2 Be3d4 Qe2d2 Bd4e5 Rf1e1 Be5a1 Nf3e5 Kc6b7 Ne5g4 Ba1d4 Kg1h1 Qe7b7 Kh1g1 Pf7f5 Ng4e3 Qb7e4 Kg1f1 Qe4f3 Qd2g2 Qf3f6 Qg2d5 Kb7b8 Qd5g8 Rh8g8 Ne3g8 Qf6b2 Ng8e7 Kb8b7 Ne7c6 Kb7c6 Kf1e2 Kc6d5 Pc4c5 Pa6a5 Pa2a4 Pc7c5","15","path obstruction","Pd2d4 Pg7g6 Pe2e4 Pa7a6 Bf1e2 Ph7h5 Ng1f3 Pe7e6 Nf3g5 Nb8c6 Be2f3 Pd7d5 Pe4e5 Bc8d7 Pc2c3 Pd5d4","75 6 32 34 6 61 60 6 40 42 6 13 12 4 47 40 6 69 67 5 55 49 6 45 44 5 49 59 5 22 28 4 40 49 6 37 35 6 42 43 4 30 37 6 24 25 6 35 34 6 25 26 5 28 34 4 49 35 4 37 28 4 35 28 6 21 28 5 15 32 2 38 45 1 39 55 2 45 43 5 32 49 2 43 45 5 59 49 6 67 66 5 49 34 6 28 27 5 34 49 4 54 61 2 31 10 1 46 37 2 10 17 6 66 65 6 56 57 4 61 68 2 17 10 1 37 28 2 10 24 4 68 41 2 24 40 4 41 34 2 40 32 4 34 43 3 47 39 4 43 7 5 49 43 1 28 21 5 43 58 4 7 34 1 55 63 2 45 21 1 63 55 6 53 51 5 58 41 2 21 42 1 55 47 2 42 49 2 32 56 2 49 52 2 56 35 1 21 22 2 35 62 3 70 62 5 41 62 2 52 16 5 62 45 1 22 21 5 45 28 1 21 28 1 47 40 1 28 35 6 26 27 6 12 11 6 8 10 6 29 27"
"Pf2f4 Ng8f6 Pg2g3 Pe7e5 Pf4e5 Nf6d5 Ng1f3 Pf7f6 Pe5f6 Pg7f6 Pe2e4 Pd5e4 Nf3d4 Pc7c5 Nd4f5 Pd7d6 Nf5d6 Ke8d7 Nd6f5 Pc5c4 Bf1b5 Pa7a6 Bb5a4 Pb7b5 Ba4b5 Pa6b5 Pc2c3 Pb5b4 Pc3b4 Pc4c3 Pb2c3 Qd8c7 Bc1b2 Pe4f5 Rh1f1 Pf6f5 Pd2d4 Nb8c6 Rf1f5 Nc6d4 Rf5d5 Qc7c6 Bb2d4 Nc6d4 Rd5d4 Pc3c2 Qd1d2 Qc2c1 Qd2c1 Ph7h5 Bb2h8 Ph5h4 Rd4b4 Ph4g3 Ph2g3 Kd7c6 Qc1c6 Kc6b7 Qc6c2 Kb7b8 Qc2c1 Kb8b7 Qc1c2 Kb7b6 Qc2c3 Kb6b7 Qc3b4 Kb7a6 Qb4b5 Ka6a7 Qb5a6 Ka7a6 Nb1c3 Bc8d7 Qa6b5 Ka6a7 Nc3d5 Ka7b7 Nd5c7 Kb7c7","11","pseudolegal","Pf2f4 Ng8f6 Pg2g3 Pe7e5 Pf4e5 Nf6d5 Ng1f3 Pf7f6 Pe5f6 Pg7f6 Pe2e4 Pd5e4","75 6 48 50 5 62 52 6 56 57 6 45 43 6 50 43 5 52 35 5 55 49 6 53 52 6 43 52 6 61 52 6 40 42 6 35 42 5 49 34 6 29 27 5 34 51 6 37 36 5 51 36 1 46 37 5 36 51 6 27 26 4 47 19 6 13 12 4 19 10 6 21 19 4 10 19 6 12 19 6 24 25 6 19 18 6 25 18 6 26 25 6 16 25 2 38 29 4 23 16 6 42 51 3 63 47 6 52 51 6 32 34 5 22 28 3 47 51 5 28 34 3 51 35 2 29 28 4 16 34 5 28 34 3 35 34 6 25 24 2 31 32 2 24 23 2 32 23 6 69 67 4 16 70 6 67 66 3 34 18 6 66 57 6 64 57 1 37 28 2 23 28 1 28 21 2 28 24 1 21 22 2 24 23 1 22 21 2 23 24 1 21 20 2 24 25 1 20 21 2 25 18 1 21 12 2 18 19 1 12 13 2 19 12 1 13 12 5 15 25 4 30 37 2 12 19 1 12 13 5 25 35 1 13 21 5 35 29 1 21 29"
